00011	aMSa-hara, -hArin
00019	aMSu-Dara, -pati, -bARa, -Bartf, -mat, -mAlin, -hasta
00095	akfzwa-pacya, -rohin
00116	akza-dyU, -dyUta, -devin
00121	akza-pAwaka, -pAwika
00144	akzara-caRa, -cuMcu
00147	akzara-jIvaka, -jIvika, -jIvin
00268	agni-saKa, -sahAya
00307	agre-ga, -gA, -gU
00327	aGora-paTin, -mArga
00335	aMka-pAli, -pAlikA, -pAlI
00359	aMga-aDipa, -ISvara
00370	aMga-marda, -mardaka
00372	aMga-rakzaRI, -rakziRI
00374	aMga-rAj, -rAja
00398	aMgAra-DAnikA, -DAnI, -pAtrI, -SakawI
00415	aMguli(lI)-toraRa
00416	aMguli(lI)-tra, -trARa
00417	aMguli(lI)-parvan
00418	aMguli(lI)-muKa
00419	aMguli(lI)-mudrA, -mudrikA
00420	aMguli(lI)-mowana
00421	aMguli(lI)-saMjYA
00422	aMguli(lI)-saMdeSa
00423	aMguli(lI)-sPowana n., -BaMga m.
00448	acala-pati, -rAja
00457	acira-aMSu, -ABA, -dyuti, -praBA, -BAs, -rocis
00483	aja-pa, -pAla
00568	awwa-hasita n., -hAsa m., -hAsya n.
00583	aRu-mAtra, -mAtrika
00590	aRqa-koSa, -koza, -kozaka
00648	ati-Catra, -Catraka
00704	atiTi-satkAra, -satkriyA
00756	atra-Bavat
00760	atri-jAta, -dfgja
00762	atri-netra˚ja, ˚BU, ˚prasUta, ˚sUta
00795	aditi-ja, -naMdana
00842	adri-tanayA, -sutA
00845	adri-pati, -rAja
00864	aDama-fRa, -fRika
00877	aDarma-Atman, -cArin
00901	aDi-akza
00929	aDi-puru(rU)za
00936	aDi-rAj, -rAja
00958	aDi(DI)kAra-AQya
01077	ananya-gati, -gatika
01176	anAdi-ananta, -anta
01217	anitya-datta, -dattaka, -dattrima
01252	anila-ASin, -Buj
01647	anta-avaSAyin, -avasAyin
01648	anta-kara, -karaRa, -kArin
01692	antar-pAta, -pAtya
01698	antar-pura˚aDyakza, ˚rakzaka
01719	antar-veSma(Si)ka
01742	antara-puruza, -pUruza
01749	antarA-vedi(dI)
01754	antari(rI)kza-udara
01755	antari(rI)kza-ga, -cara
01756	antari(rI)kza-loka
01787	antya-ja, -janman
01788	antya-jAti, -jAtIya
01806	anDa-tamasa, -tAmasa, -tAmisra
01813	anDaka-arAti, -ari, -asuhfd, -GAtin, -ripu
01841	anna-mayakoSa(za)
01852	anya-ga, -gAmin
01859	anya-devata, -dEvatya, -dEvata
01864	anya-puzwa, -Bfta
01866	anya-bIja, -bIjasamutpanna, -bIjasamudBava
01868	anya-manas, -manaska, -mAnasa
01871	anya-liMga, -liMgaka
01898	anyUna-aMga
01949	anvi(nvI)ta-arTa
01950	anvi(nvI)ta-arTa˚vAda
01996	apa-rUpa
02248	apAna-pavana, -vAyu
02384	aprApta-vayas, -vyavahAra
02391	apriya-vAdin, -BAzin
02417	abudDi-pUrvam, -pUrvakam
02430	abja-BU, -Bava, -yoni
02542	aBinava-yOvana, -vayaska
02883	amara-ISa, -ISvara
02890	amara-pati, -Bartf, -rAja
02926	amAMsa-Odanika
02949	amitra-GAtin, -Gna
02981	amfta-anDas, -aSana
02987	amfta-dIDiti, -dyuti
03038	ambikA-ISvara, -pati
03042	ambu-kaRwaka, -kirAta
03043	ambu-kISa, -kUrma
03071	ambu-vAha, -vAhin
03161	ayAcita-upanata, -upasTita
03201	ayoni-jA, -samBavA
03205	ara-Gawwa, -Gawwaka
03226	araRya-rAj, -rAja
03309	arunDatI-jAni, -nATa
03329	arka-kAntA, -priyA
03332	arka-jA, -tanayA
03334	arka-nandana, -putra, -sUnu
03396	arTa-kara, -kft
03414	arTa-para, -lubDa
03462	arDa-kAla, -kUwa
03473	arDa-nArISa, -nArISvara
03484	arDa-mARava, -mARavaka
03492	arDa-visarga, -visarjanIya
03550	alakA-aDipa, -aDipati, -ISvara
03596	alAbu(bU)-pAtra
03624	aloka-sAmAnya
03796	avani(nI)-cara
03797	avani(nI)-ISa, -ISvara, -nATa, -pati, -pAla
03798	avani(nI)-maRqala
03799	avani(nI)-ruh, -ruha
03800	avani(nI)-tala
03957	avAntara-diS, -diSA
04052	avyakta-mArga, -vartmana
04103	aSAstra-vihita, -sidDa
04131	aSoka-taru, -naga, -pAdapa, -vfkza
04140	aSman-kuwwa, -kuwwaka
04141	aSman-garBa, -garBaja
04143	aSman-jatu, -jatuka
04179	aSlezA-ja, -Bava
04191	aSva-kuSala, -kovida
04204	aSva-pa, -pAla
04210	aSva-meDika, -meDIya
04221	aSva-vAra, -vAraka
04229	aSva-sAda, -sAdin
04242	aSvinI-kumAra, -putra, -suta
04281	azwan-SravaRa, -Sravas
04369	asama-izu, -bARa, -sAyaka
04370	asama-nayana, -netra, -locana
04380	asaMbadDa-AlApin, -pralApin
04417	asi-daMzwra, -daMta
04420	asi-DAva, -DAvaka
04421	asi-Denu, -DenukA
04426	asi-putrikA, -putrI
04434	asita-aSman, -upala
04453	asura-aDipa, -rAj
04457	asura-ripu, -sUdana, -han
04480	asta-acala, -adri, -giri
04501	astra-kAra, -kAraka, -kArin
04504	astra-jIva, -jIvin
04507	astra-mArja, -mArjaka
04519	asTi-kft n., -ja m., -tejas n.
04524	asTi-Bakza, -Buj
04531	asTi-saMBava, -sAra, -sneha
04581	aham-pUrvikA, -praTamikA
04599	ahi-dviz, -druh, -mAra, -ripu, -vidviz
04616	ahima-aMSu, -kara, -kiraRa, -tejas, -DAman, -ruci
04853	AjYA-anuga, -anugAmin, -anuyAyin, -anuvartin, -anusArin
04857	AjYA-pratiGAta, -BaMga
04956	Atman-banDu, -bAnDava
05008	Adi-kara, -kartf
05014	Adi-puruza, -pUruza
05214	ABIra-palli, -pallI, -pallikA
05314	Ayus-vedika, -vedin
05372	Arta-nAda, -svara
05560	ASrama-pada, -maRqala, -sTAna
05564	ASraya-ASa, -Buj
05597	Asakta-citta, -cetas, -manas
05636	AsTAna-gfha n., -niketana n., -maRqapa m.
05714	ikzu-matI, -mAlinI
05718	ikzu-vAwikA, -vAwI
05731	iMgita-kovida, -jYa
05743	iqA(lA)-gola
05800	indu-reKA, -leKA
05805	indra-anuja, -avaraja
05813	indra-gopa, -gopaka
05866	irA-ambara, -cara
05886	izu-paTa, -vikzepa
06030	uccEs-Sravas, -Sravasa
06087	uqu-pati, -rAj
06102	utaTya-anuja, -anujanman
06168	uttama-fRa, -fRika
06191	uttara-ozWa (forming either uttarozWa or uttarOzWa)
06203	uttara-diS˚ISa, ˚pAla
06269	utpAta-pavana, -vAta
06334	udaka-karman n., -kAryam n., -kriyA f.
06366	udan-Di˚kanyA, ˚tanayA, ˚sutA
06392	udaya-acala, -adri, -parvata, -giri, -SEla
06500	udData-manas, -manaska
06552	udyAna-pAla, -pAlaka
06843	upari-tana, -sTa
06938	upasTa-dala, -patra
07030	uBaya-tas˚dat, ˚daMta
07049	uraga-ari, -aSana
07062	uras-graha, -GAta
07066	uras-tra, -trARa
07091	urvI-ISa, -ISvara, -pati, -Dava
07138	uzA-pati, -ramaRa
07146	uzRa-aMSu, -kara, -gu, -dIDiti, -raSmi, -ruci
07147	uzRa-aBigama, -Agama, -upagama
07160	uzma-BAs
07187	Uru-udBava, -ja, -janman, -saMBava
07189	Uru-daGna, -dvayas, -mAtra
07202	UrRa-nABa, -pawa, -vABi
07209	UrDva(rdDva)-kaca
07211	UrDva(rdDva)-karman
07212	UrDva(rdDva)-kAya
07213	UrDva(rdDva)-gati
07215	UrDva(rdDva)-caraRa
07217	UrDva(rdDva)-jAnu, -jYa, -jYu
07218	UrDva(rdDva)-dfzwi
07220	UrDva(rdDva)-deha
07221	UrDva(rdDva)-pAtana
07222	UrDva(rdDva)-pAda
07223	UrDva(rdDva)-retas
07225	UrDva(rdDva)-mOhUrtuka
07226	UrDva(rdDva)-loka
07227	UrDva(rdDva)-vAta
07228	UrDva(rdDva)-SAyin
07230	UrDva(rdDva)-SvAsa
07231	UrDva(rdDva)-sTiti
07272	fkza-rAj, -rAja
07293	fRa-apanayana, -apanodana, -apAkaraRa
07298	fRa-matkuRa, -mArgaRa
07333	fSya-ketu, -ketana
07347	fzya-ketana, -ketu
07356	eka-agra, -agrya
07391	eka-cetas, -manas
07397	eka-tama
