10500	koSa(za)	koSa(za)-kAra
10502	koSa(za)	koSa(za)-gfha
10503	koSa(za)	koSa(za)-caMcu
10504	koSa(za)	koSa(za)-nAyaka
10505	koSa(za)	koSa(za)-pewaka
10506	koSa(za)	koSa(za)-vAsin
10507	koSa(za)	koSa(za)-vfdDi
10508	koSa(za)	koSa(za)-SAyikA
10509	koSa(za)	koSa(za)-sTa
10510	koSa(za)	koSa(za)-sTa
10511	koSa(za)	koSa(za)-hIna
10600	kOSika	kOSika-arAti
10609	kOstuBa	kOstuBa-lakzaRa
10612	krakaca	krakaca-cCada
10613	krakaca	krakaca-pAd
10617	kratu	kratu-druh
10634	krama	krama-anusAra
10635	krama	krama-Agata
10657	kravya	kravya-ad
10690	kriyA	kriyA-vAcaka
10735	kroqa	kroqa-aMka
10746	kroSa	kroSa-tAla
10752	krOMca	krOMca-arAti
10753	krOMca	krOMca-dAraRa
10792	kzaRa	kzaRa-dyuti
10837	kzapA	kzapA-kara
10844	kzamA	kzamA-Buj
10882	kzAra	kzAra-uda
10883	kzAra	kzAra-traya
10885	kzAra	kzAra-BUmi
10899	kziti	kziti-ISa
10909	kziti	kziti-nATa
10951	kzIra	kzIra-abDi˚jA
10955	kzIra	kzIra-uda˚tanayA
10963	kzIra	kzIra-Di
10967	kzIra	kzIra-vAri
11001	kzuD	kzuD-Arta
11002	kzuD	kzuD-kzAma
11003	kzuD	kzuD-pipAsita
11004	kzuD	kzuD-nivftti
11017	kzura	kzura-DAna
11020	kzura	kzura-mardin
11029	kzetra	kzetra-AjIva
11077	kzORi	kzORi-prAcIra
11078	kzORi	kzORi-Buj
11090	kzmA	kzmA-pa
11113	Ka	Ka-ga˚iMdra
11143	Ka	Ka-samutTa
11161	KaMja	KaMja-Kewa
11183	KawvA	KawvA-aMga˚Dara
11185	KawvA	KawvA-Apluta
11202	Kaqga	Kaqga-piDAna
11252	Kara	Kara-aMSu
11254	Kara	Kara-koRa
11256	Kara	Kara-gfha
11257	Kara	Kara-Ras
11291	Karva(rba)	Karva(rba)-SAKa
11367	Kura	Kura-Ras
11402	gagana(Ra)	gagana(Ra)-agra
11403	gagana(Ra)	gagana(Ra)-aMganA
11404	gagana(Ra)	gagana(Ra)-aDvaga
11405	gagana(Ra)	gagana(Ra)-aMbu
11406	gagana(Ra)	gagana(Ra)-ulmuka
11407	gagana(Ra)	gagana(Ra)-kusuma
11408	gagana(Ra)	gagana(Ra)-gati
11411	gagana(Ra)	gagana(Ra)-Dvaja
11412	gagana(Ra)	gagana(Ra)-sad
11413	gagana(Ra)	gagana(Ra)-sad
11414	gagana(Ra)	gagana(Ra)-siMDu
11415	gagana(Ra)	gagana(Ra)-sTa
11416	gagana(Ra)	gagana(Ra)-sparSana
11418	gaMgA	gaMgA-aMbu
11449	gaja	gaja-Anana
11452	gaja	gaja-Ahva
11461	gaja	gaja-daGna
11469	gaja	gaja-baMDanI
11472	gaja	gaja-maMqalikA
11475	gaja	gaja-muKa
11491	gaqa	gaqa-utTa
11506	gaRa	gaRa-aDipa
11513	gaRa	gaRa-ISAna
11525	gaRa	gaRa-nATa
11527	gaRa	gaRa-pa
11540	gaRa	gaRa-hAsa
11566	gaMqa	gaMqa-deSa
11600	gata	gata-asu
11674	gaMDa	gaMDa-iBa
11680	gaMDa	gaMDa-kAlikA
11683	gaMDa	gaMDa-kelikA
11694	gaMDa	gaMDa-nAlikA
11713	gaMDa	gaMDa-muKA
11739	gaMDarva	gaMDarva-nagara
11744	gaMDarva	gaMDarva-hasta
11754	gaBasti	gaBasti-kara
11800	garuqa	garuqa-aMkita
11829	gardaBa	gardaBa-aMqa
11848	garBa	garBa-koSa
11851	garBa	garBa-gfha
11871	garBa	garBa-rUpa
11954	gava	gava-ISa
11999	gAMqiva	gAMqiva-Danvan
12025	gADi	gADi-ja
12026	gADi	gADi-nagara
12060	gArDra	gArDra-pakza
12093	giri	giri-kadaMba
12107	giri	giri-jA˚tanaya
12117	giri	giri-RadI
12118	giri	giri-RadDa
12120	giri	giri-RitaMba
12132	giri	giri-mfd
12151	gila	gila-gila
12234	guRa	guRa-grAhaka
12236	guRa	guRa-traya
12241	guRa	guRa-layanikA
12242	guRa	guRa-vacana
12244	guRa	guRa-vfkza
12275	guda	guda-kIla
12317	guru	guru-talpa
12361	gUQa	gUQa-utpanna
12364	gUQa	gUQa-pAd
12388	gfDra	gfDra-pati
12389	gfDra	gfDra-vAja
12394	gfha	gfha-aDipa
12406	gfha	gfha-kapota
12416	gfha	gfha-ja
12444	gfha	gfha-vAwikA
12493	go	go-kirAwA
12494	go	go-kila
12524	go	go-tra˚sKalana
12531	go	go-duh
12538	go	go-Duma
12545	go	go-nasa
12550	go	go-pa˚aDyakza
12560	go	go-pAlikA
12579	go	go-maya˚Canna
12598	go	go-rAwikA
12601	go	go-lAMgula
12606	go	go-varDana˚Dara
12610	go	go-viz
12625	go	go-zWi
12633	go	go-stanA
12687	gOrI	gOrI-kAMta
12707	graMTa	graMTa-kuwI
12709	graMTa	graMTa-vistara
12713	graMTi	graMTi-cCedaka
12735	graha	graha-ADAra
12763	grAma	grAma-aDikfta
12791	grAma	grAma-yAjaka
12830	grIzma	grIzma-udBavA
12853	Gawa	Gawa-udBava
12856	Gawa	Gawa-kAra
12876	GawI	GawI-graha
12899	Gana	Gana-atyaya
12923	Gana	Gana-vallikA
12942	Garma	Garma-aMbu
12965	GAtin	GAtin-pakzin
12971	GAsa	GAsa-kunda
13008	Gfta	Gfta-anna
13016	Gfta	Gfta-pUra
13022	Gowa	Gowa-ari
13031	Gora	Gora-Akfti
13033	Gora	Gora-rAsana
13061	cakra	cakra-AkAra
13064	cakra	cakra-Ahva
13074	cakra	cakra-jIvaka
13084	cakra	cakra-pAda
13086	cakra	cakra-baMDu
13087	cakra	cakra-vAqa
13143	caMcu	caMcu-Bft
13161	caMqa	caMqa-aMSu
13167	caMqA	caMqA-ISvara
13185	catur	catur-aSra
13247	catur	catur-hAyaRa
13276	caMdana	caMdana-acala
13285	caMdra	caMdra-arDa˚cUqAmaRi
13287	caMdra	caMdra-Atmaja
13309	caMdra	caMdra-cUqa
13322	caMdra	caMdra-reKA
13325	caMdra	caMdra-lohaka
13368	camU	camU-nATa
13394	caraRa	caraRa-amfta
13395	caraRa	caraRa-araviMda
13402	caraRa	caraRa-SuSrUzA
13404	carama	carama-acala
13430	carman	carman-avakartin
13431	carman	carman-kAra
13438	carman	carman-druma
13476	cala	cala-dala
13508	cAwu	cAwu-ullola
13556	cAmara	cAmara-grAha
13558	cAmara	cAmara-puzpa
13571	cAra	cAra-IkzaRa
13572	cAra	cAra-caRa
13590	cAru	cAru-netra
13625	cikura	cikura-uccaya
13664	citta	citta-apahAraka
13669	citta	citta-unnati
13671	citta	citta-ja
13682	citta	citta-viplava
13693	citra	citra-akzI
13717	citra	citra-ga
13727	citra	citra-pawa
13754	citrA	citrA-awIra
13775	cipiwa	cipiwa-nAsa
13785	cira	cira-kAra
13787	cira	cira-kAlika
13801	cira	cira-sUtA
13803	cira	cira-sTa
13824	cIna	cIna-aMSuka
13875	cUqA	cUqA-karaRa
13916	cedi	cedi-pati
13932	cEtya	cEtya-taru
13986	Catra	Catra-Dara
14029	CAga	CAga-raTa
14049	CAyA	CAyA-tanaya
14074	Cidra	Cidra-anusaMDAnin
14083	Cinna	Cinna-masta
14119	jagat	jagat-aMbA
14123	jagat	jagat-Ayu
14124	jagat	jagat-ISa
14126	jagat	jagat-kartf
14130	jagat	jagat-prARa
14136	jagatI	jagatI-aDISvara
14160	jaMGA	jaMGA-kAra
14168	jawA	jawA-cIra
14182	jaWara	jaWara-jvAlA
14183	jaWara	jaWara-yaMtraRA
14200	jana	jana-aDipa
14209	jana	jana-iMdra
14236	janaka	janaka-AtmajA
14306	jaMbu	jaMbu-KaMqa
14311	jaMBa	jaMBa-arAti
14375	jala	jala-AkAMkza
14391	jala	jala-ISa
14395	jala	jala-uragA
14406	jala	jala-kuMtala
14469	jala	jala-bAlaka
14484	jala	jala-yaMtra˚gfha
14488	jala	jala-raMqa
14491	jala	jala-ruh
14500	jala	jala-Saya
14532	jahat	jahat-lakzaRA
14536	jahnu	jahnu-kanyA
14577	jAti	jAti-koSa
14578	jAti	jAti-koSI
14608	jAnu	jAnu-Palaka
14622	jAyA	jAyA-anujIvin
14628	jAra	jAra-ja
14636	jAla	jAla-pAd
14674	jita	jita-kopa
14682	jina	jina-iMdra
14699	jihvA	jihvA-ulleKanI
14737	jIva	jIva-gfha
14744	jIva	jIva-pati
14745	jIva	jIva-putra
14759	jIvat	jIvat-pati
14897	jyotis	jyotis-iMga
14946	JaMJA	JaMJA-anila
14966	Jaza	Jaza-aMka
14987	waMkaRa(na)	waMkaRa(na)-kzAra
15087	tatva	tatva-aBiyoga
15088	tatva	tatva-arTa
15089	tatva	tatva-jYa
15090	tatva	tatva-tas
15091	tatva	tatva-nyAsa
15104	taTA	taTA-rUpa
15114	tad	tad-arTa
15164	tanu	tanu-tra
15171	tanu	tanu-ruh
15180	tanU	tanU-udBava
15181	tanU	tanU-udBavA
15221	tapa	tapa-atyaya
15224	tapana	tapana-Atmaja
15225	tapana	tapana-AtmajA
15227	tapana	tapana-upala
15318	tari	tari-raTa
15323	taru	taru-KaMqa
15371	tala	tala-tra
15433	tApasa	tApasa-taru
15449	tAMbUla	tAMbUla-da
15460	tAmra	tAmra-kAra
15491	tAraka	tAraka-ari
15501	tArA	tArA-aDipa
15521	tAla	tAla-Dvaja
15523	tAla	tAla-badDa
15556	tikta	tikta-Pala
15561	tigma	tigma-kara
15589	timira	timira-ari
15593	tiras	tiras-kariRI
15612	tila	tila-aMbu
15618	tila	tila-kiwwa
15668	tIrTa	tIrTa-kAka
15671	tIrTa	tIrTa-rAji
15698	tucCa	tucCa-DAnya
15715	tuMda	tuMda-kUpikA
15716	tuMda	tuMda-parimArja
15744	turaMga	turaMga-yAyin
15745	turaMga	turaMga-vaktra
15767	tulA	tulA-kowi
15768	tulA	tulA-koSa
15775	tulA	tulA-pragraha
15789	tuza	tuza-agni
15790	tuza	tuza-aMbu
15791	tuza	tuza-graha
15794	tuzAra	tuzAra-adri
15797	tuzAra	tuzAra-kiraRa
15806	tuhina	tuhina-aMSu
15807	tuhina	tuhina-acala
15824	tUla	tUla-kArmuka
15845	tfRa	tfRa-asfj
15855	tfRa	tfRa-jalAyukA
15929	tEla	tEla-parRikA
15952	toya	toya-ADAra
15962	toya	toya-qiMba
15966	toya	toya-Di
15972	toya	toya-rAj
15991	tyakta	tyakta-jIvita
15995	tyAga	tyAga-yuta
15999	trapA	trapA-nirasta
16048	tri	tri-akza
16050	tri	tri-aMkawa
16051	tri	tri-aMjala
16053	tri	tri-aDvagA
16062	tri	tri-aSra
16072	tri	tri-kAla˚jYa
16092	tri	tri-jIvA
16094	tri	tri-Rava
16096	tri	tri-taya
16104	tri	tri-daSa˚aDipa
16108	tri	tri-daSa˚Alaya
16113	tri	tri-daSa˚vaDU
16117	tri	tri-diva˚aDISa
16124	tri	tri-Rayana
16147	tri	tri-pura˚aMtaka
16153	tri	tri-bali
16154	tri	tri-bali
16180	tri	tri-vizwapa
16182	tri	tri-veRi
16192	tri	tri-SUla˚aMka
16200	tri	tri-saptan
16203	tri	tri-sItya
16290	daMzwrA	daMzwrA-astra
16298	dakza	dakza-aDvaraDvaMsaka
16299	dakza	dakza-kanyA
16321	dakziRa	dakziRa-pUrva
16322	dakziRa	dakziRa-pUrvA
16357	daMqa	daMqa-Dara
16368	daMqa	daMqa-pAla
16377	daMqa	daMqa-vAdin
16396	datta	datta-anapAkarman
16411	daDi	daDi-anna
16412	daDi	daDi-uttara
16413	daDi	daDi-uda
16422	daDi	daDi-sAra
16428	danu	danu-ja˚ari
16429	danu	danu-saMBava
16436	daMta	daMta-AlikA
16463	daMta	daMta-mAMsa
16466	daMta	daMta-vastra
16467	daMta	daMta-bIja
16539	darpa	darpa-cCid
16554	darvI(rvi)	darvI(rvi)-kara
16577	dala	dala-sUci
16585	dava	dava-agni
16599	daSan	daSan-Anana
16603	daSan	daSan-kaMWa
16604	daSan	daSan-kaMWa˚ari
16606	daSan	daSan-grAmin
16608	daSan	daSan-taya
16612	daSan	daSan-bala
16621	daSan	daSan-vaktra
16696	dAqi(li)ma	dAqi(li)ma-priya
16721	dAna	dAna-SUra
16733	dAman	dAman-aMcala
16743	dAya	dAya-AdA
16752	dAra	dAra-upasaMgraha
16770	dAru	dAru-putrikA
16772	dAru	dAru-muKyAhvayA
16791	dAva	dAva-agni
16804	dAsI	dAsI-putra
16811	dAha	dAha-aguru
16825	diti	diti-ja
16833	diDi(DI)zU	diDi(DI)zU-pati
16836	dina	dina-atyaya
16839	dina	dina-Agama
16842	dina	dina-kara
16848	dina	dina-pa
16866	divasa	divasa-ISvara
16872	divA	divA-aMDakI
16878	divA	divA-BIta
16883	divA	divA-svapna
16889	divya	divya-aMganA
16954	dIna	dIna-dayAlu
16962	dIpa	dIpa-Ali
16965	dIpa	dIpa-kUpI
16967	dIpa	dIpa-pAdapa
17002	dIrGa	dIrGa-Ayu
17005	dIrGa	dIrGa-kaMWa
17008	dIrGa	dIrGa-gati
17011	dIrGa	dIrGa-taru
17030	dIrGa	dIrGa-sUtra
17040	duHKa	duHKa-prAya
